Pathway 1	Pathway 2	Nr shared xrefs	Nr xrefs pathway 1	Nr xrefs pathway 2	Nr unique xrefs both pathways
WP1458	WP100	0	0	38	38
WP1458	WP405	0	0	41	41
WP1458	WP477	0	0	88	88
WP1458	WP704	0	0	14	14
WP1458	WP500	0	0	42	42
WP1458	WP80	0	0	13	13
WP1458	WP138	0	0	112	112
WP1458	WP24	0	0	75	75
WP1458	WP521	0	0	13	13
WP1458	WP536	0	0	152	152
WP1458	WP304	0	0	67	67
WP1458	WP1435	0	0	97	97
WP1458	WP134	0	0	18	18
WP1458	WP712	0	0	22	22
WP1458	WP357	0	0	25	25
WP1458	WP691	0	0	30	30
WP1458	WP229	0	0	14	14
WP1458	WP1434	0	0	11	11
WP1458	WP408	0	0	28	28
WP1458	WP561	0	0	22	22
WP1458	WP363	0	0	110	110
WP1458	WP733	0	0	5	5
WP1458	WP237	0	0	21	21
WP1458	WP1438	0	0	14	14
WP1458	WP28	0	0	47	47
WP1458	WP262	0	0	23	23
WP1458	WP702	0	0	188	188
WP1458	WP58	0	0	41	41
WP1458	WP268	0	0	46	46
WP1458	WP384	0	0	18	18
WP1458	WP1441	0	0	113	113
WP1458	WP334	0	0	23	23
WP1458	WP49	0	0	76	76
WP1458	WP516	0	0	20	20
WP1458	WP43	0	0	71	71
WP1458	WP585	0	0	28	28
WP1458	WP1423	0	0	28	28
WP1458	WP244	0	0	67	67
WP1458	WP722	0	0	38	38
WP1458	WP686	0	0	2	2
WP1458	WP698	0	0	40	40
WP1458	WP673	0	0	47	47
WP1458	WP98	0	0	40	40
WP1458	WP1433	0	0	41	41
WP619	WP176	0	37	105	142
WP619	WP1437	0	37	0	37
WP619	WP45	0	37	67	104
WP619	WP528	0	37	17	54
WP619	WP550	0	37	32	69
WP619	WP690	0	37	11	48
WP619	WP183	4	37	65	99
WP619	WP554	0	37	12	49
WP619	WP186	0	37	13	50
WP619	WP688	0	37	12	49
WP619	WP710	0	37	97	134
WP619	WP247	0	37	18	55
WP619	WP366	1	37	151	187
WP619	WP4	0	37	44	81
WP619	WP12	1	37	18	54
WP619	WP288	0	37	10	47
WP619	WP1466	0	37	0	37
WP619	WP1403	0	37	74	111
WP619	WP127	7	37	69	99
WP619	WP530	3	37	30	64
WP619	WP106	0	37	18	55
WP619	WP496	0	37	20	57
WP619	WP325	0	37	35	72
WP619	WP692	0	37	28	65
WP619	WP1436	0	37	0	37
WP619	WP1456	0	37	71	108
WP619	WP481	5	37	160	192
WP619	WP615	4	37	99	132
WP619	WP1445	7	37	139	170
WP619	WP501	0	37	15	52
WP619	WP707	0	37	70	107
WP619	WP727	1	37	44	80
WP619	WP560	3	37	52	86
WP619	WP286	6	37	101	132
WP619	WP53	0	37	52	89
WP619	WP1444	7	37	120	151
WP619	WP678	0	37	16	53
WP619	WP1422	0	37	62	99
WP619	WP558	0	37	65	102
WP619	WP254	3	37	83	117
WP619	WP1424	0	37	28	65
WP619	WP69	2	37	135	170
WP619	WP51	0	37	153	190
WP619	WP465	0	37	74	111
WP619	WP364	6	37	100	131
WP619	WP1448	7	37	148	179
WP619	WP47	0	37	22	59
WP619	WP22	4	37	24	57
WP619	WP136	0	37	9	46
WP619	WP581	3	37	26	60
WP619	WP1443	7	37	120	151
WP619	WP666	0	37	35	72
WP619	WP236	4	37	131	164
WP619	WP497	0	37	49	86
WP619	WP320	0	37	0	37
WP619	WP167	0	37	33	70
WP619	WP197	0	37	29	66
WP619	WP195	1	37	38	74
WP619	WP534	0	37	59	96
WP619	WP696	0	37	9	46
WP619	WP205	3	37	44	78
WP619	WP107	1	37	50	86
WP619	WP311	0	37	10	47
WP619	WP661	0	37	21	58
WP619	WP531	0	37	9	46
WP619	WP411	0	37	129	166
WP619	WP706	0	37	71	108
WP619	WP715	0	37	5	42
WP619	WP272	0	37	24	61
WP619	WP306	0	37	188	225
WP619	WP732	0	37	20	57
WP619	WP35	1	37	96	132
WP619	WP545	0	37	18	55
WP619	WP23	3	37	158	192
WP619	WP179	0	37	90	127
WP619	WP430	0	37	35	72
WP619	WP410	0	37	48	85
WP619	WP1462	0	37	1	38
WP619	WP623	0	37	68	105
WP619	WP400	1	37	34	70
WP619	WP61	1	37	85	121
WP619	WP716	0	37	62	99
WP619	WP428	1	37	61	97
WP619	WP313	1	37	34	70
WP619	WP1442	7	37	120	151
WP619	WP34	0	37	30	67
WP619	WP289	2	37	160	195
WP619	WP382	2	37	162	197
WP619	WP129	0	37	31	68
WP619	WP117	0	37	103	140
WP619	WP474	1	37	66	102
WP619	WP241	0	37	43	80
WP619	WP466	0	37	49	86
WP619	WP383	0	37	38	75
WP619	WP185	0	37	99	136
WP619	WP399	1	37	98	134
WP619	WP524	0	37	37	74
WP619	WP15	3	37	191	225
WP619	WP143	0	37	43	80
WP619	WP1432	0	37	0	37
WP619	WP694	0	37	10	47
WP619	WP299	0	37	41	78
WP619	WP100	0	37	38	75
WP619	WP405	0	37	41	78
WP619	WP477	0	37	88	125
WP619	WP704	0	37	14	51
WP619	WP500	0	37	42	79
WP619	WP80	0	37	13	50
WP619	WP138	0	37	112	149
WP619	WP24	0	37	75	112
WP619	WP521	0	37	13	50
WP619	WP536	1	37	152	188
WP619	WP304	4	37	67	100
WP619	WP1435	1	37	97	133
WP619	WP134	0	37	18	55
WP619	WP712	0	37	22	59
WP619	WP357	0	37	25	62
WP619	WP691	0	37	30	67
WP619	WP229	0	37	14	51
WP619	WP1434	0	37	11	48
WP619	WP408	0	37	28	65
WP619	WP561	0	37	22	59
WP619	WP363	0	37	110	147
WP619	WP733	1	37	5	41
WP619	WP237	0	37	21	58
WP619	WP1438	0	37	14	51
WP619	WP28	0	37	47	84
WP619	WP262	1	37	23	60
WP619	WP702	0	37	188	225
WP619	WP58	0	37	41	78
WP619	WP268	0	37	46	83
WP619	WP384	0	37	18	55
WP619	WP1441	7	37	113	144
WP619	WP334	0	37	23	60
WP619	WP49	7	37	76	106
WP619	WP516	1	37	20	56
WP619	WP43	0	37	71	108
WP619	WP585	7	37	28	58
WP619	WP1423	0	37	28	65
WP619	WP244	1	37	67	103
WP619	WP722	0	37	38	75
WP619	WP686	0	37	2	39
WP619	WP698	0	37	40	77
WP619	WP673	0	37	47	84
WP619	WP98	0	37	40	77
WP619	WP1433	1	37	41	78
WP176	WP1437	0	105	0	105
WP176	WP45	0	105	67	172
WP176	WP528	0	105	17	122
WP176	WP550	0	105	32	137
WP176	WP690	0	105	11	116
WP176	WP183	0	105	65	170
WP176	WP554	0	105	12	117
WP176	WP186	0	105	13	118
WP176	WP688	4	105	12	113
WP176	WP710	1	105	97	202
WP176	WP247	0	105	18	123
WP176	WP366	0	105	151	256
WP176	WP4	0	105	44	149
WP176	WP12	0	105	18	123
WP176	WP288	0	105	10	115
WP176	WP1466	0	105	0	105
WP176	WP1403	1	105	74	178
WP176	WP127	1	105	69	173
WP176	WP530	0	105	30	135
WP176	WP106	0	105	18	123
WP176	WP496	0	105	20	125
WP176	WP325	0	105	35	140
WP176	WP692	4	105	28	129
WP176	WP1436	0	105	0	105
WP176	WP1456	1	105	71	175
WP176	WP481	0	105	160	265
WP176	WP615	0	105	99	204
WP176	WP1445	0	105	139	244
WP176	WP501	0	105	15	120
WP176	WP707	0	105	70	175
WP176	WP727	0	105	44	149
WP176	WP560	0	105	52	157
WP176	WP286	0	105	101	206
WP176	WP53	0	105	52	157
WP176	WP1444	0	105	120	225
WP176	WP678	1	105	16	120
WP176	WP1422	1	105	62	166
WP176	WP558	0	105	65	170
WP176	WP254	0	105	83	188
WP176	WP1424	0	105	28	133
WP176	WP69	0	105	135	240
WP176	WP51	0	105	153	258
WP176	WP465	1	105	74	178
WP176	WP364	0	105	100	205
WP176	WP1448	0	105	148	253
WP176	WP47	0	105	22	127
WP176	WP22	0	105	24	129
WP176	WP136	0	105	9	114
WP176	WP581	0	105	26	131
WP176	WP1443	0	105	120	225
WP176	WP666	0	105	35	140
WP176	WP236	1	105	131	235
WP176	WP497	0	105	49	154
WP176	WP320	0	105	0	105
WP176	WP167	17	105	33	121
WP176	WP197	0	105	29	134
WP176	WP195	0	105	38	143
WP176	WP534	0	105	59	164
WP176	WP696	0	105	9	114
WP176	WP205	0	105	44	149
WP176	WP107	0	105	50	155
WP176	WP311	0	105	10	115
WP176	WP661	2	105	21	124
WP176	WP531	0	105	9	114
WP176	WP411	0	105	129	234
WP176	WP706	1	105	71	175
WP176	WP715	1	105	5	109
WP176	WP272	1	105	24	128
WP176	WP306	0	105	188	293
WP176	WP732	0	105	20	125
WP176	WP35	1	105	96	200
WP176	WP545	1	105	18	122
WP176	WP23	0	105	158	263
WP176	WP179	0	105	90	195
WP176	WP430	0	105	35	140
WP176	WP410	0	105	48	153
WP176	WP1462	0	105	1	106
WP176	WP623	0	105	68	173
WP176	WP400	0	105	34	139
WP176	WP61	0	105	85	190
WP176	WP716	0	105	62	167
WP176	WP428	0	105	61	166
WP176	WP313	0	105	34	139
WP176	WP1442	0	105	120	225
WP176	WP34	0	105	30	135
WP176	WP289	0	105	160	265
WP176	WP382	0	105	162	267
WP176	WP129	0	105	31	136
WP176	WP117	0	105	103	208
WP176	WP474	1	105	66	170
WP176	WP241	5	105	43	143
WP176	WP466	0	105	49	154
WP176	WP383	0	105	38	143
WP176	WP185	0	105	99	204
WP176	WP399	0	105	98	203
WP176	WP524	0	105	37	142
WP176	WP15	69	105	191	228
WP176	WP143	0	105	43	148
WP176	WP1432	0	105	0	105
WP176	WP694	0	105	10	115
WP176	WP299	0	105	41	146
WP176	WP100	8	105	38	136
WP176	WP405	0	105	41	146
WP176	WP477	0	105	88	193
WP176	WP704	3	105	14	116
WP176	WP500	0	105	42	147
WP176	WP80	0	105	13	118
WP176	WP138	0	105	112	217
WP176	WP24	0	105	75	180
WP176	WP521	1	105	13	117
WP176	WP536	0	105	152	257
WP176	WP304	0	105	67	172
WP176	WP1435	0	105	97	202
WP176	WP134	0	105	18	123
WP176	WP712	0	105	22	127
WP176	WP357	0	105	25	130
WP176	WP691	0	105	30	135
WP176	WP229	0	105	14	119
WP176	WP1434	0	105	11	116
WP176	WP408	8	105	28	126
WP176	WP561	3	105	22	124
WP176	WP363	0	105	110	215
WP176	WP733	0	105	5	110
WP176	WP237	0	105	21	126
WP176	WP1438	1	105	14	118
WP176	WP28	11	105	47	141
WP176	WP262	0	105	23	128
WP176	WP702	5	105	188	292
WP176	WP58	0	105	41	146
WP176	WP268	0	105	46	151
WP176	WP384	0	105	18	123
WP176	WP1441	0	105	113	218
WP176	WP334	0	105	23	128
WP176	WP49	0	105	76	181
WP176	WP516	0	105	20	125
WP176	WP43	0	105	71	176
WP176	WP585	0	105	28	133
WP176	WP1423	0	105	28	133
WP176	WP244	0	105	67	172
WP176	WP722	0	105	38	143
WP176	WP686	0	105	2	107
WP176	WP698	1	105	40	144
WP176	WP673	0	105	47	152
WP176	WP98	6	105	40	139
WP176	WP1433	0	105	41	146
WP1437	WP45	0	0	67	67
WP1437	WP528	0	0	17	17
WP1437	WP550	0	0	32	32
WP1437	WP690	0	0	11	11
WP1437	WP183	0	0	65	65
WP1437	WP554	0	0	12	12
WP1437	WP186	0	0	13	13
WP1437	WP688	0	0	12	12
WP1437	WP710	0	0	97	97
WP1437	WP247	0	0	18	18
WP1437	WP366	0	0	151	151
WP1437	WP4	0	0	44	44
WP1437	WP12	0	0	18	18
WP1437	WP288	0	0	10	10
WP1437	WP1466	0	0	0	0
WP1437	WP1403	0	0	74	74
WP1437	WP127	0	0	69	69
WP1437	WP530	0	0	30	30
WP1437	WP106	0	0	18	18
WP1437	WP496	0	0	20	20
WP1437	WP325	0	0	35	35
WP1437	WP692	0	0	28	28
WP1437	WP1436	0	0	0	0
WP1437	WP1456	0	0	71	71
WP1437	WP481	0	0	160	160
WP1437	WP615	0	0	99	99
WP1437	WP1445	0	0	139	139
WP1437	WP501	0	0	15	15
WP1437	WP707	0	0	70	70
WP1437	WP727	0	0	44	44
WP1437	WP560	0	0	52	52
WP1437	WP286	0	0	101	101
WP1437	WP53	0	0	52	52
WP1437	WP1444	0	0	120	120
WP1437	WP678	0	0	16	16
WP1437	WP1422	0	0	62	62
WP1437	WP558	0	0	65	65
WP1437	WP254	0	0	83	83
WP1437	WP1424	0	0	28	28
WP1437	WP69	0	0	135	135
WP1437	WP51	0	0	153	153
WP1437	WP465	0	0	74	74
WP1437	WP364	0	0	100	100
WP1437	WP1448	0	0	148	148
WP1437	WP47	0	0	22	22
WP1437	WP22	0	0	24	24
WP1437	WP136	0	0	9	9
WP1437	WP581	0	0	26	26
WP1437	WP1443	0	0	120	120
WP1437	WP666	0	0	35	35
WP1437	WP236	0	0	131	131
WP1437	WP497	0	0	49	49
WP1437	WP320	0	0	0	0
WP1437	WP167	0	0	33	33
WP1437	WP197	0	0	29	29
WP1437	WP195	0	0	38	38
WP1437	WP534	0	0	59	59
WP1437	WP696	0	0	9	9
WP1437	WP205	0	0	44	44
WP1437	WP107	0	0	50	50
WP1437	WP311	0	0	10	10
WP1437	WP661	0	0	21	21
WP1437	WP531	0	0	9	9
WP1437	WP411	0	0	129	129
WP1437	WP706	0	0	71	71
WP1437	WP715	0	0	5	5
WP1437	WP272	0	0	24	24
WP1437	WP306	0	0	188	188
WP1437	WP732	0	0	20	20
WP1437	WP35	0	0	96	96
WP1437	WP545	0	0	18	18
WP1437	WP23	0	0	158	158
WP1437	WP179	0	0	90	90
WP1437	WP430	0	0	35	35
WP1437	WP410	0	0	48	48
WP1437	WP1462	0	0	1	1
WP1437	WP623	0	0	68	68
WP1437	WP400	0	0	34	34
WP1437	WP61	0	0	85	85
WP1437	WP716	0	0	62	62
WP1437	WP428	0	0	61	61
WP1437	WP313	0	0	34	34
WP1437	WP1442	0	0	120	120
WP1437	WP34	0	0	30	30
WP1437	WP289	0	0	160	160
WP1437	WP382	0	0	162	162
WP1437	WP129	0	0	31	31
WP1437	WP117	0	0	103	103
WP1437	WP474	0	0	66	66
WP1437	WP241	0	0	43	43
WP1437	WP466	0	0	49	49
WP1437	WP383	0	0	38	38
WP1437	WP185	0	0	99	99
WP1437	WP399	0	0	98	98
WP1437	WP524	0	0	37	37
WP1437	WP15	0	0	191	191
WP1437	WP143	0	0	43	43
WP1437	WP1432	0	0	0	0
WP1437	WP694	0	0	10	10
WP1437	WP299	0	0	41	41
WP1437	WP100	0	0	38	38
WP1437	WP405	0	0	41	41
WP1437	WP477	0	0	88	88
WP1437	WP704	0	0	14	14
WP1437	WP500	0	0	42	42
WP1437	WP80	0	0	13	13
WP1437	WP138	0	0	112	112
WP1437	WP24	0	0	75	75
WP1437	WP521	0	0	13	13
WP1437	WP536	0	0	152	152
WP1437	WP304	0	0	67	67
WP1437	WP1435	0	0	97	97
WP1437	WP134	0	0	18	18
WP1437	WP712	0	0	22	22
WP1437	WP357	0	0	25	25
WP1437	WP691	0	0	30	30
WP1437	WP229	0	0	14	14
WP1437	WP1434	0	0	11	11
WP1437	WP408	0	0	28	28
WP1437	WP561	0	0	22	22
WP1437	WP363	0	0	110	110
WP1437	WP733	0	0	5	5
WP1437	WP237	0	0	21	21
WP1437	WP1438	0	0	14	14
WP1437	WP28	0	0	47	47
WP1437	WP262	0	0	23	23
WP1437	WP702	0	0	188	188
WP1437	WP58	0	0	41	41
WP1437	WP268	0	0	46	46
WP1437	WP384	0	0	18	18
WP1437	WP1441	0	0	113	113
WP1437	WP334	0	0	23	23
WP1437	WP49	0	0	76	76
WP1437	WP516	0	0	20	20
WP1437	WP43	0	0	71	71
WP1437	WP585	0	0	28	28
WP1437	WP1423	0	0	28	28
WP1437	WP244	0	0	67	67
WP1437	WP722	0	0	38	38
WP1437	WP686	0	0	2	2
WP1437	WP698	0	0	40	40
WP1437	WP673	0	0	47	47
WP1437	WP98	0	0	40	40
WP1437	WP1433	0	0	41	41
WP45	WP528	0	67	17	84
WP45	WP550	0	67	32	99
WP45	WP690	0	67	11	78
WP45	WP183	0	67	65	132
WP45	WP554	0	67	12	79
WP45	WP186	2	67	13	80
WP45	WP688	0	67	12	79
WP45	WP710	11	67	97	160
WP45	WP247	0	67	18	85
WP45	WP366	15	67	151	203
WP45	WP4	0	67	44	111
WP45	WP12	0	67	18	85
WP45	WP288	0	67	10	77
WP45	WP1466	0	67	0	67
WP45	WP1403	4	67	74	140
WP45	WP127	2	67	69	134
WP45	WP530	0	67	30	97
WP45	WP106	0	67	18	85
WP45	WP496	0	67	20	87
WP45	WP325	0	67	35	102
WP45	WP692	0	67	28	95
WP45	WP1436	0	67	0	67
WP45	WP1456	1	67	71	137
WP45	WP481	0	67	160	227
WP45	WP615	7	67	99	159
WP45	WP1445	0	67	139	206
WP45	WP501	0	67	15	82
WP45	WP707	20	67	70	135
WP45	WP727	0	67	44	111
WP45	WP560	0	67	52	119
WP45	WP286	1	67	101	167
WP45	WP53	4	67	52	115
WP45	WP1444	0	67	120	187
WP45	WP678	0	67	16	83
WP45	WP1422	0	67	62	129
WP45	WP558	0	67	65	132
WP45	WP254	4	67	83	146
WP45	WP1424	0	67	28	95
WP45	WP69	1	67	135	201
WP45	WP51	0	67	153	220
WP45	WP465	1	67	74	140
WP45	WP364	1	67	100	166
WP45	WP1448	0	67	148	215
WP45	WP47	1	67	22	88
WP45	WP22	0	67	24	91
WP45	WP136	0	67	9	76
WP45	WP581	0	67	26	93
WP45	WP1443	0	67	120	187
WP45	WP666	1	67	35	101
WP45	WP236	7	67	131	191
WP45	WP497	0	67	49	116
WP45	WP320	0	67	0	67
WP45	WP167	0	67	33	100
WP45	WP197	0	67	29	96
WP45	WP195	0	67	38	105
WP45	WP534	0	67	59	126
WP45	WP696	0	67	9	76
WP45	WP205	4	67	44	107
WP45	WP107	0	67	50	117
WP45	WP311	0	67	10	77
WP45	WP661	0	67	21	88
WP45	WP531	2	67	9	76
WP45	WP411	0	67	129	196
WP45	WP706	1	67	71	137
WP45	WP715	0	67	5	72
WP45	WP272	0	67	24	91
WP45	WP306	3	67	188	252
WP45	WP732	0	67	20	87
WP45	WP35	0	67	96	163
WP45	WP545	0	67	18	85
WP45	WP23	9	67	158	216
WP45	WP179	42	67	90	115
WP45	WP430	0	67	35	102
WP45	WP410	0	67	48	115
WP45	WP1462	0	67	1	68
WP45	WP623	0	67	68	135
WP45	WP400	2	67	34	99
WP45	WP61	2	67	85	150
WP45	WP716	0	67	62	129
WP45	WP428	4	67	61	124
WP45	WP313	0	67	34	101
WP45	WP1442	0	67	120	187
WP45	WP34	4	67	30	93
WP45	WP289	3	67	160	224
WP45	WP382	3	67	162	226
WP45	WP129	0	67	31	98
WP45	WP117	0	67	103	170
WP45	WP474	1	67	66	132
WP45	WP241	0	67	43	110
WP45	WP466	23	67	49	93
WP45	WP383	0	67	38	105
WP45	WP185	0	67	99	166
WP45	WP399	5	67	98	160
WP45	WP524	0	67	37	104
WP45	WP15	0	67	191	258
WP45	WP143	0	67	43	110
WP45	WP1432	0	67	0	67
WP45	WP694	0	67	10	77
WP45	WP299	0	67	41	108
WP45	WP100	0	67	38	105
WP45	WP405	3	67	41	105
WP45	WP477	0	67	88	155
WP45	WP704	0	67	14	81
WP45	WP500	0	67	42	109
WP45	WP80	0	67	13	80
WP45	WP138	7	67	112	172
WP45	WP24	0	67	75	142
WP45	WP521	0	67	13	80
WP45	WP536	0	67	152	219
WP45	WP304	0	67	67	134
WP45	WP1435	5	67	97	159
WP45	WP134	0	67	18	85
WP45	WP712	1	67	22	88
WP45	WP357	0	67	25	92
WP45	WP691	0	67	30	97
WP45	WP229	0	67	14	81
WP45	WP1434	0	67	11	78
WP45	WP408	0	67	28	95
WP45	WP561	0	67	22	89
WP45	WP363	1	67	110	176
WP45	WP733	0	67	5	72
WP45	WP237	0	67	21	88
WP45	WP1438	0	67	14	81
WP45	WP28	0	67	47	114
WP45	WP262	0	67	23	90
WP45	WP702	0	67	188	255
WP45	WP58	0	67	41	108
WP45	WP268	0	67	46	113
WP45	WP384	0	67	18	85
WP45	WP1441	0	67	113	180
WP45	WP334	0	67	23	90
WP45	WP49	1	67	76	142
WP45	WP516	0	67	20	87
WP45	WP43	0	67	71	138
WP45	WP585	0	67	28	95
WP45	WP1423	0	67	28	95
WP45	WP244	1	67	67	133
WP45	WP722	1	67	38	104
WP45	WP686	0	67	2	69
WP45	WP698	0	67	40	107
WP45	WP673	3	67	47	111
WP45	WP98	0	67	40	107
WP45	WP1433	0	67	41	108
WP528	WP550	4	17	32	45
WP528	WP690	0	17	11	28
WP528	WP183	0	17	65	82
WP528	WP554	0	17	12	29
WP528	WP186	0	17	13	30
WP528	WP688	0	17	12	29
WP528	WP710	0	17	97	114
WP528	WP247	0	17	18	35
WP528	WP366	0	17	151	168
WP528	WP4	0	17	44	61
WP528	WP12	0	17	18	35
WP528	WP288	0	17	10	27
WP528	WP1466	0	17	0	17
WP528	WP1403	0	17	74	91
WP528	WP127	0	17	69	86
WP528	WP530	0	17	30	47
WP528	WP106	1	17	18	34
WP528	WP496	0	17	20	37
WP528	WP325	0	17	35	52
WP528	WP692	0	17	28	45
WP528	WP1436	0	17	0	17
WP528	WP1456	0	17	71	88
WP528	WP481	0	17	160	177
WP528	WP615	0	17	99	116
WP528	WP1445	0	17	139	156
WP528	WP501	0	17	15	32
WP528	WP707	0	17	70	87
WP528	WP727	1	17	44	60
WP528	WP560	0	17	52	69
WP528	WP286	0	17	101	118
WP528	WP53	0	17	52	69
WP528	WP1444	0	17	120	137
WP528	WP678	0	17	16	33
WP528	WP1422	0	17	62	79
WP528	WP558	0	17	65	82
WP528	WP254	0	17	83	100
WP528	WP1424	0	17	28	45
WP528	WP69	0	17	135	152
WP528	WP51	1	17	153	169
WP528	WP465	1	17	74	90
WP528	WP364	0	17	100	117
WP528	WP1448	0	17	148	165
WP528	WP47	0	17	22	39
WP528	WP22	0	17	24	41
WP528	WP136	0	17	9	26
WP528	WP581	0	17	26	43
WP528	WP1443	0	17	120	137
WP528	WP666	0	17	35	52
WP528	WP236	0	17	131	148
WP528	WP497	0	17	49	66
WP528	WP320	0	17	0	17
WP528	WP167	0	17	33	50
WP528	WP197	1	17	29	45
WP528	WP195	0	17	38	55
WP528	WP534	4	17	59	72
WP528	WP696	0	17	9	26
WP528	WP205	0	17	44	61
WP528	WP107	0	17	50	67
WP528	WP311	1	17	10	26
WP528	WP661	1	17	21	37
WP528	WP531	0	17	9	26
WP528	WP411	0	17	129	146
WP528	WP706	0	17	71	88
WP528	WP715	0	17	5	22
WP528	WP272	0	17	24	41
WP528	WP306	0	17	188	205
WP528	WP732	0	17	20	37
WP528	WP35	0	17	96	113
WP528	WP545	0	17	18	35
WP528	WP23	0	17	158	175
WP528	WP179	0	17	90	107
WP528	WP430	0	17	35	52
WP528	WP410	0	17	48	65
WP528	WP1462	0	17	1	18
WP528	WP623	0	17	68	85
WP528	WP400	0	17	34	51
WP528	WP61	0	17	85	102
WP528	WP716	0	17	62	79
WP528	WP428	0	17	61	78
WP528	WP313	0	17	34	51
WP528	WP1442	0	17	120	137
WP528	WP34	0	17	30	47
WP528	WP289	0	17	160	177
WP528	WP382	0	17	162	179
WP528	WP129	0	17	31	48
WP528	WP117	0	17	103	120
WP528	WP474	0	17	66	83
WP528	WP241	0	17	43	60
WP528	WP466	0	17	49	66
WP528	WP383	0	17	38	55
WP528	WP185	0	17	99	116
WP528	WP399	0	17	98	115
WP528	WP524	0	17	37	54
WP528	WP15	0	17	191	208
WP528	WP143	1	17	43	59
WP528	WP1432	0	17	0	17
WP528	WP694	0	17	10	27
WP528	WP299	1	17	41	57
WP528	WP100	0	17	38	55
WP528	WP405	0	17	41	58
WP528	WP477	0	17	88	105
WP528	WP704	0	17	14	31
WP528	WP500	0	17	42	59
WP528	WP80	0	17	13	30
WP528	WP138	0	17	112	129
WP528	WP24	0	17	75	92
WP528	WP521	1	17	13	29
WP528	WP536	1	17	152	168
WP528	WP304	0	17	67	84
WP528	WP1435	0	17	97	114
WP528	WP134	0	17	18	35
WP528	WP712	0	17	22	39
WP528	WP357	1	17	25	41
WP528	WP691	0	17	30	47
WP528	WP229	0	17	14	31
WP528	WP1434	0	17	11	28
WP528	WP408	0	17	28	45
WP528	WP561	0	17	22	39
WP528	WP363	0	17	110	127
WP528	WP733	0	17	5	22
WP528	WP237	0	17	21	38
WP528	WP1438	0	17	14	31
WP528	WP28	0	17	47	64
WP528	WP262	0	17	23	40
WP528	WP702	0	17	188	205
WP528	WP58	0	17	41	58
WP528	WP268	0	17	46	63
WP528	WP384	0	17	18	35
WP528	WP1441	0	17	113	130
WP528	WP334	0	17	23	40
WP528	WP49	0	17	76	93
WP528	WP516	0	17	20	37
WP528	WP43	0	17	71	88
WP528	WP585	0	17	28	45
WP528	WP1423	0	17	28	45
WP528	WP244	0	17	67	84
WP528	WP722	0	17	38	55
WP528	WP686	0	17	2	19
WP528	WP698	0	17	40	57
WP528	WP673	0	17	47	64
WP528	WP98	0	17	40	57
WP528	WP1433	0	17	41	58
WP550	WP690	0	32	11	43
WP550	WP183	0	32	65	97
WP550	WP554	0	32	12	44
WP550	WP186	0	32	13	45
WP550	WP688	0	32	12	44
WP550	WP710	0	32	97	129
WP550	WP247	0	32	18	50
WP550	WP366	0	32	151	183
WP550	WP4	0	32	44	76
WP550	WP12	0	32	18	50
WP550	WP288	0	32	10	42
WP550	WP1466	0	32	0	32
WP550	WP1403	0	32	74	106
WP550	WP127	0	32	69	101
WP550	WP530	0	32	30	62
WP550	WP106	2	32	18	48
WP550	WP496	0	32	20	52
WP550	WP325	0	32	35	67
WP550	WP692	0	32	28	60
WP550	WP1436	0	32	0	32
WP550	WP1456	3	32	71	100
WP550	WP481	0	32	160	192
WP550	WP615	0	32	99	131
WP550	WP1445	0	32	139	171
WP550	WP501	0	32	15	47
WP550	WP707	0	32	70	102
WP550	WP727	6	32	44	70
WP550	WP560	0	32	52	84
WP550	WP286	0	32	101	133
WP550	WP53	0	32	52	84
WP550	WP1444	0	32	120	152
WP550	WP678	0	32	16	48
WP550	WP1422	0	32	62	94
WP550	WP558	0	32	65	97
WP550	WP254	0	32	83	115
WP550	WP1424	0	32	28	60
WP550	WP69	0	32	135	167
WP550	WP51	1	32	153	184
WP550	WP465	7	32	74	99
WP550	WP364	0	32	100	132
WP550	WP1448	0	32	148	180
WP550	WP47	0	32	22	54
WP550	WP22	0	32	24	56
WP550	WP136	0	32	9	41
WP550	WP581	0	32	26	58
WP550	WP1443	0	32	120	152
WP550	WP666	0	32	35	67
WP550	WP236	0	32	131	163
WP550	WP497	1	32	49	80
WP550	WP320	0	32	0	32
WP550	WP167	0	32	33	65
WP550	WP197	0	32	29	61
WP550	WP195	0	32	38	70
WP550	WP534	0	32	59	91
WP550	WP696	0	32	9	41
WP550	WP205	0	32	44	76
WP550	WP107	0	32	50	82
WP550	WP311	0	32	10	42
WP550	WP661	0	32	21	53
WP550	WP531	0	32	9	41
WP550	WP411	0	32	129	161
WP550	WP706	3	32	71	100
WP550	WP715	0	32	5	37
WP550	WP272	0	32	24	56
WP550	WP306	0	32	188	220
WP550	WP732	1	32	20	51
WP550	WP35	0	32	96	128
WP550	WP545	0	32	18	50
WP550	WP23	0	32	158	190
WP550	WP179	0	32	90	122
WP550	WP430	0	32	35	67
WP550	WP410	0	32	48	80
WP550	WP1462	0	32	1	33
WP550	WP623	0	32	68	100
WP550	WP400	0	32	34	66
WP550	WP61	0	32	85	117
WP550	WP716	0	32	62	94
WP550	WP428	0	32	61	93
WP550	WP313	0	32	34	66
WP550	WP1442	0	32	120	152
WP550	WP34	0	32	30	62
WP550	WP289	0	32	160	192
WP550	WP382	0	32	162	194
WP550	WP129	0	32	31	63
WP550	WP117	0	32	103	135
WP550	WP474	0	32	66	98
WP550	WP241	0	32	43	75
WP550	WP466	0	32	49	81
