Pathway 1	Pathway 2	Nr shared xrefs	Nr xrefs pathway 1	Nr xrefs pathway 2	Nr unique xrefs both pathways
WP400	WP1442	7	34	120	147
WP400	WP34	0	34	30	64
WP400	WP289	2	34	160	192
WP400	WP382	21	34	162	175
WP400	WP129	0	34	31	65
WP400	WP117	0	34	103	137
WP400	WP474	2	34	66	98
WP400	WP241	0	34	43	77
WP400	WP466	0	34	49	83
WP400	WP383	0	34	38	72
WP400	WP185	6	34	99	127
WP400	WP399	2	34	98	130
WP400	WP524	2	34	37	69
WP400	WP15	0	34	191	225
WP400	WP143	0	34	43	77
WP400	WP1432	0	34	0	34
WP400	WP694	0	34	10	44
WP400	WP299	0	34	41	75
WP400	WP100	0	34	38	72
WP400	WP405	0	34	41	75
WP400	WP477	0	34	88	122
WP400	WP704	0	34	14	48
WP400	WP500	0	34	42	76
WP400	WP80	0	34	13	47
WP400	WP138	1	34	112	145
WP400	WP24	0	34	75	109
WP400	WP521	0	34	13	47
WP400	WP536	0	34	152	186
WP400	WP304	4	34	67	97
WP400	WP1435	2	34	97	129
WP400	WP134	0	34	18	52
WP400	WP712	3	34	22	53
WP400	WP357	0	34	25	59
WP400	WP691	0	34	30	64
WP400	WP229	0	34	14	48
WP400	WP1434	0	34	11	45
WP400	WP408	1	34	28	61
WP400	WP561	0	34	22	56
WP400	WP363	2	34	110	142
WP400	WP733	0	34	5	39
WP400	WP237	0	34	21	55
WP400	WP1438	0	34	14	48
WP400	WP28	0	34	47	81
WP400	WP262	2	34	23	57
WP400	WP702	0	34	188	222
WP400	WP58	0	34	41	75
WP400	WP268	0	34	46	80
WP400	WP384	2	34	18	50
WP400	WP1441	7	34	113	140
WP400	WP334	0	34	23	57
WP400	WP49	7	34	76	103
WP400	WP516	0	34	20	54
WP400	WP43	0	34	71	105
WP400	WP585	2	34	28	60
WP400	WP1423	0	34	28	62
WP400	WP244	3	34	67	98
WP400	WP722	8	34	38	64
WP400	WP686	0	34	2	36
WP400	WP698	0	34	40	74
WP400	WP673	4	34	47	77
WP400	WP98	1	34	40	73
WP400	WP1433	1	34	41	75
WP61	WP716	0	85	62	147
WP61	WP428	2	85	61	144
WP61	WP313	4	85	34	115
WP61	WP1442	8	85	120	197
WP61	WP34	2	85	30	113
WP61	WP289	1	85	160	244
WP61	WP382	8	85	162	239
WP61	WP129	0	85	31	116
WP61	WP117	0	85	103	188
WP61	WP474	2	85	66	149
WP61	WP241	0	85	43	128
WP61	WP466	1	85	49	133
WP61	WP383	0	85	38	123
WP61	WP185	3	85	99	181
WP61	WP399	5	85	98	178
WP61	WP524	1	85	37	121
WP61	WP15	1	85	191	275
WP61	WP143	0	85	43	128
WP61	WP1432	0	85	0	85
WP61	WP694	0	85	10	95
WP61	WP299	0	85	41	126
WP61	WP100	0	85	38	123
WP61	WP405	0	85	41	126
WP61	WP477	0	85	88	173
WP61	WP704	0	85	14	99
WP61	WP500	1	85	42	126
WP61	WP80	0	85	13	98
WP61	WP138	14	85	112	183
WP61	WP24	0	85	75	160
WP61	WP521	0	85	13	98
WP61	WP536	0	85	152	237
WP61	WP304	7	85	67	145
WP61	WP1435	5	85	97	177
WP61	WP134	0	85	18	103
WP61	WP712	3	85	22	105
WP61	WP357	0	85	25	110
WP61	WP691	0	85	30	115
WP61	WP229	0	85	14	99
WP61	WP1434	3	85	11	93
WP61	WP408	0	85	28	113
WP61	WP561	0	85	22	107
WP61	WP363	12	85	110	183
WP61	WP733	2	85	5	88
WP61	WP237	0	85	21	106
WP61	WP1438	0	85	14	99
WP61	WP28	2	85	47	131
WP61	WP262	2	85	23	108
WP61	WP702	0	85	188	273
WP61	WP58	0	85	41	126
WP61	WP268	28	85	46	130
WP61	WP384	0	85	18	103
WP61	WP1441	8	85	113	190
WP61	WP334	0	85	23	108
WP61	WP49	9	85	76	152
WP61	WP516	1	85	20	104
WP61	WP43	0	85	71	156
WP61	WP585	2	85	28	111
WP61	WP1423	0	85	28	113
WP61	WP244	5	85	67	147
WP61	WP722	2	85	38	122
WP61	WP686	0	85	2	87
WP61	WP698	0	85	40	125
WP61	WP673	5	85	47	127
WP61	WP98	0	85	40	125
WP61	WP1433	2	85	41	126
WP716	WP428	0	62	61	123
WP716	WP313	0	62	34	96
WP716	WP1442	0	62	120	182
WP716	WP34	0	62	30	92
WP716	WP289	0	62	160	222
WP716	WP382	0	62	162	224
WP716	WP129	0	62	31	93
WP716	WP117	0	62	103	165
WP716	WP474	0	62	66	128
WP716	WP241	0	62	43	105
WP716	WP466	0	62	49	111
WP716	WP383	0	62	38	100
WP716	WP185	0	62	99	161
WP716	WP399	0	62	98	160
WP716	WP524	0	62	37	99
WP716	WP15	1	62	191	252
WP716	WP143	1	62	43	104
WP716	WP1432	0	62	0	62
WP716	WP694	1	62	10	72
WP716	WP299	7	62	41	96
WP716	WP100	0	62	38	100
WP716	WP405	0	62	41	103
WP716	WP477	0	62	88	150
WP716	WP704	0	62	14	76
WP716	WP500	0	62	42	104
WP716	WP80	0	62	13	75
WP716	WP138	0	62	112	174
WP716	WP24	0	62	75	137
WP716	WP521	0	62	13	75
WP716	WP536	0	62	152	214
WP716	WP304	0	62	67	129
WP716	WP1435	0	62	97	159
WP716	WP134	0	62	18	80
WP716	WP712	0	62	22	84
WP716	WP357	0	62	25	87
WP716	WP691	2	62	30	92
WP716	WP229	0	62	14	76
WP716	WP1434	0	62	11	73
WP716	WP408	0	62	28	90
WP716	WP561	0	62	22	84
WP716	WP363	0	62	110	172
WP716	WP733	0	62	5	67
WP716	WP237	0	62	21	83
WP716	WP1438	0	62	14	76
WP716	WP28	0	62	47	109
WP716	WP262	0	62	23	85
WP716	WP702	5	62	188	250
WP716	WP58	0	62	41	103
WP716	WP268	0	62	46	108
WP716	WP384	0	62	18	80
WP716	WP1441	0	62	113	175
WP716	WP334	0	62	23	85
WP716	WP49	0	62	76	138
WP716	WP516	0	62	20	82
WP716	WP43	3	62	71	133
WP716	WP585	0	62	28	90
WP716	WP1423	0	62	28	90
WP716	WP244	0	62	67	129
WP716	WP722	0	62	38	100
WP716	WP686	0	62	2	64
WP716	WP698	0	62	40	102
WP716	WP673	0	62	47	109
WP716	WP98	0	62	40	102
WP716	WP1433	0	62	41	103
WP428	WP313	1	61	34	94
WP428	WP1442	4	61	120	177
WP428	WP34	1	61	30	90
WP428	WP289	10	61	160	211
WP428	WP382	10	61	162	213
WP428	WP129	0	61	31	92
WP428	WP117	0	61	103	164
WP428	WP474	1	61	66	126
WP428	WP241	0	61	43	104
WP428	WP466	0	61	49	110
WP428	WP383	0	61	38	99
WP428	WP185	2	61	99	158
WP428	WP399	57	61	98	103
WP428	WP524	3	61	37	95
WP428	WP15	1	61	191	251
WP428	WP143	0	61	43	104
WP428	WP1432	0	61	0	61
WP428	WP694	0	61	10	71
WP428	WP299	0	61	41	102
WP428	WP100	0	61	38	99
WP428	WP405	0	61	41	102
WP428	WP477	0	61	88	149
WP428	WP704	0	61	14	75
WP428	WP500	3	61	42	100
WP428	WP80	0	61	13	74
WP428	WP138	3	61	112	170
WP428	WP24	0	61	75	136
WP428	WP521	0	61	13	74
WP428	WP536	9	61	152	204
WP428	WP304	2	61	67	126
WP428	WP1435	57	61	97	102
WP428	WP134	0	61	18	79
WP428	WP712	2	61	22	81
WP428	WP357	0	61	25	86
WP428	WP691	0	61	30	91
WP428	WP229	1	61	14	74
WP428	WP1434	1	61	11	71
WP428	WP408	1	61	28	88
WP428	WP561	0	61	22	83
WP428	WP363	31	61	110	140
WP428	WP733	0	61	5	66
WP428	WP237	0	61	21	82
WP428	WP1438	0	61	14	75
WP428	WP28	1	61	47	108
WP428	WP262	0	61	23	84
WP428	WP702	0	61	188	249
WP428	WP58	0	61	41	102
WP428	WP268	3	61	46	107
WP428	WP384	1	61	18	78
WP428	WP1441	4	61	113	170
WP428	WP334	0	61	23	84
WP428	WP49	2	61	76	135
WP428	WP516	0	61	20	81
WP428	WP43	0	61	71	132
WP428	WP585	1	61	28	88
WP428	WP1423	0	61	28	89
WP428	WP244	4	61	67	124
WP428	WP722	1	61	38	98
WP428	WP686	0	61	2	63
WP428	WP698	0	61	40	101
WP428	WP673	4	61	47	104
WP428	WP98	0	61	40	101
WP428	WP1433	1	61	41	102
WP313	WP1442	8	34	120	146
WP313	WP34	0	34	30	64
WP313	WP289	2	34	160	192
WP313	WP382	17	34	162	179
WP313	WP129	0	34	31	65
WP313	WP117	0	34	103	137
WP313	WP474	0	34	66	100
WP313	WP241	0	34	43	77
WP313	WP466	0	34	49	83
WP313	WP383	0	34	38	72
WP313	WP185	18	34	99	115
WP313	WP399	1	34	98	131
WP313	WP524	1	34	37	70
WP313	WP15	0	34	191	225
WP313	WP143	0	34	43	77
WP313	WP1432	0	34	0	34
WP313	WP694	0	34	10	44
WP313	WP299	0	34	41	75
WP313	WP100	0	34	38	72
WP313	WP405	0	34	41	75
WP313	WP477	0	34	88	122
WP313	WP704	0	34	14	48
WP313	WP500	0	34	42	76
WP313	WP80	0	34	13	47
WP313	WP138	8	34	112	138
WP313	WP24	0	34	75	109
WP313	WP521	0	34	13	47
WP313	WP536	0	34	152	186
WP313	WP304	12	34	67	89
WP313	WP1435	1	34	97	130
WP313	WP134	0	34	18	52
WP313	WP712	6	34	22	52
WP313	WP357	0	34	25	59
WP313	WP691	0	34	30	64
WP313	WP229	0	34	14	48
WP313	WP1434	3	34	11	42
WP313	WP408	1	34	28	61
WP313	WP561	0	34	22	56
WP313	WP363	5	34	110	139
WP313	WP733	1	34	5	38
WP313	WP237	0	34	21	55
WP313	WP1438	0	34	14	48
WP313	WP28	2	34	47	81
WP313	WP262	2	34	23	57
WP313	WP702	0	34	188	222
WP313	WP58	0	34	41	75
WP313	WP268	0	34	46	80
WP313	WP384	0	34	18	52
WP313	WP1441	8	34	113	139
WP313	WP334	0	34	23	57
WP313	WP49	14	34	76	96
WP313	WP516	0	34	20	54
WP313	WP43	0	34	71	105
WP313	WP585	5	34	28	57
WP313	WP1423	0	34	28	62
WP313	WP244	5	34	67	96
WP313	WP722	8	34	38	65
WP313	WP686	0	34	2	36
WP313	WP698	0	34	40	74
WP313	WP673	12	34	47	69
WP313	WP98	0	34	40	74
WP313	WP1433	0	34	41	75
WP1442	WP34	0	120	30	150
WP1442	WP289	5	120	160	275
WP1442	WP382	31	120	162	251
WP1442	WP129	1	120	31	150
WP1442	WP117	0	120	103	223
WP1442	WP474	3	120	66	183
WP1442	WP241	0	120	43	163
WP1442	WP466	0	120	49	169
WP1442	WP383	0	120	38	158
WP1442	WP185	12	120	99	207
WP1442	WP399	4	120	98	214
WP1442	WP524	6	120	37	151
WP1442	WP15	6	120	191	305
WP1442	WP143	0	120	43	163
WP1442	WP1432	0	120	0	120
WP1442	WP694	0	120	10	130
WP1442	WP299	0	120	41	161
WP1442	WP100	0	120	38	158
WP1442	WP405	0	120	41	161
WP1442	WP477	0	120	88	208
WP1442	WP704	0	120	14	134
WP1442	WP500	0	120	42	162
WP1442	WP80	0	120	13	133
WP1442	WP138	7	120	112	225
WP1442	WP24	0	120	75	195
WP1442	WP521	0	120	13	133
WP1442	WP536	0	120	152	272
WP1442	WP304	9	120	67	180
WP1442	WP1435	4	120	97	213
WP1442	WP134	0	120	18	138
WP1442	WP712	9	120	22	135
WP1442	WP357	0	120	25	145
WP1442	WP691	0	120	30	150
WP1442	WP229	0	120	14	134
WP1442	WP1434	8	120	11	123
WP1442	WP408	4	120	28	144
WP1442	WP561	0	120	22	142
WP1442	WP363	8	120	110	222
WP1442	WP733	0	120	5	125
WP1442	WP237	0	120	21	141
WP1442	WP1438	0	120	14	134
WP1442	WP28	4	120	47	165
WP1442	WP262	16	120	23	142
WP1442	WP702	0	120	188	308
WP1442	WP58	0	120	41	161
WP1442	WP268	1	120	46	166
WP1442	WP384	5	120	18	133
WP1442	WP1441	113	120	113	120
WP1442	WP334	0	120	23	143
WP1442	WP49	20	120	76	177
WP1442	WP516	0	120	20	140
WP1442	WP43	0	120	71	191
WP1442	WP585	5	120	28	144
WP1442	WP1423	0	120	28	148
WP1442	WP244	9	120	67	178
WP1442	WP722	9	120	38	150
WP1442	WP686	0	120	2	122
WP1442	WP698	0	120	40	160
WP1442	WP673	7	120	47	160
WP1442	WP98	0	120	40	160
WP1442	WP1433	8	120	41	161
WP34	WP289	0	30	160	190
WP34	WP382	0	30	162	192
WP34	WP129	0	30	31	61
WP34	WP117	1	30	103	132
WP34	WP474	0	30	66	96
WP34	WP241	0	30	43	73
WP34	WP466	0	30	49	79
WP34	WP383	0	30	38	68
WP34	WP185	0	30	99	129
WP34	WP399	1	30	98	127
WP34	WP524	0	30	37	67
WP34	WP15	0	30	191	221
WP34	WP143	0	30	43	73
WP34	WP1432	0	30	0	30
WP34	WP694	0	30	10	40
WP34	WP299	1	30	41	70
WP34	WP100	0	30	38	68
WP34	WP405	0	30	41	71
WP34	WP477	0	30	88	118
WP34	WP704	0	30	14	44
WP34	WP500	0	30	42	72
WP34	WP80	0	30	13	43
WP34	WP138	4	30	112	138
WP34	WP24	2	30	75	103
WP34	WP521	0	30	13	43
WP34	WP536	1	30	152	181
WP34	WP304	0	30	67	97
WP34	WP1435	1	30	97	126
WP34	WP134	0	30	18	48
WP34	WP712	0	30	22	52
WP34	WP357	0	30	25	55
WP34	WP691	0	30	30	60
WP34	WP229	0	30	14	44
WP34	WP1434	0	30	11	41
WP34	WP408	0	30	28	58
WP34	WP561	0	30	22	52
WP34	WP363	2	30	110	138
WP34	WP733	0	30	5	35
WP34	WP237	0	30	21	51
WP34	WP1438	0	30	14	44
WP34	WP28	0	30	47	77
WP34	WP262	0	30	23	53
WP34	WP702	1	30	188	218
WP34	WP58	0	30	41	71
WP34	WP268	0	30	46	76
WP34	WP384	0	30	18	48
WP34	WP1441	0	30	113	143
WP34	WP334	0	30	23	53
WP34	WP49	0	30	76	106
WP34	WP516	0	30	20	50
WP34	WP43	1	30	71	101
WP34	WP585	0	30	28	58
WP34	WP1423	0	30	28	58
WP34	WP244	1	30	67	96
WP34	WP722	0	30	38	68
WP34	WP686	1	30	2	31
WP34	WP698	0	30	40	70
WP34	WP673	1	30	47	76
WP34	WP98	1	30	40	69
WP34	WP1433	0	30	41	71
WP289	WP382	15	160	162	307
WP289	WP129	0	160	31	191
WP289	WP117	1	160	103	262
WP289	WP474	3	160	66	223
WP289	WP241	0	160	43	203
WP289	WP466	2	160	49	207
WP289	WP383	6	160	38	192
WP289	WP185	1	160	99	258
WP289	WP399	9	160	98	249
WP289	WP524	1	160	37	196
WP289	WP15	3	160	191	348
WP289	WP143	0	160	43	203
WP289	WP1432	0	160	0	160
WP289	WP694	0	160	10	170
WP289	WP299	0	160	41	201
WP289	WP100	0	160	38	198
WP289	WP405	0	160	41	201
WP289	WP477	0	160	88	248
WP289	WP704	0	160	14	174
WP289	WP500	4	160	42	198
WP289	WP80	0	160	13	173
WP289	WP138	5	160	112	267
WP289	WP24	1	160	75	234
WP289	WP521	0	160	13	173
WP289	WP536	93	160	152	219
WP289	WP304	3	160	67	224
WP289	WP1435	9	160	97	248
WP289	WP134	0	160	18	178
WP289	WP712	9	160	22	173
WP289	WP357	0	160	25	185
WP289	WP691	0	160	30	190
WP289	WP229	0	160	14	174
WP289	WP1434	1	160	11	170
WP289	WP408	3	160	28	185
WP289	WP561	0	160	22	182
WP289	WP363	10	160	110	260
WP289	WP733	1	160	5	164
WP289	WP237	0	160	21	181
WP289	WP1438	0	160	14	174
WP289	WP28	3	160	47	206
WP289	WP262	1	160	23	183
WP289	WP702	1	160	188	348
WP289	WP58	0	160	41	201
WP289	WP268	0	160	46	206
WP289	WP384	1	160	18	177
WP289	WP1441	5	160	113	268
WP289	WP334	1	160	23	182
WP289	WP49	4	160	76	232
WP289	WP516	1	160	20	179
WP289	WP43	0	160	71	231
WP289	WP585	0	160	28	188
WP289	WP1423	0	160	28	188
WP289	WP244	8	160	67	219
WP289	WP722	3	160	38	195
WP289	WP686	0	160	2	162
WP289	WP698	0	160	40	200
WP289	WP673	4	160	47	203
WP289	WP98	0	160	40	200
WP289	WP1433	1	160	41	201
WP382	WP129	1	162	31	192
WP382	WP117	0	162	103	265
WP382	WP474	6	162	66	222
WP382	WP241	0	162	43	205
WP382	WP466	0	162	49	211
WP382	WP383	0	162	38	200
WP382	WP185	24	162	99	237
WP382	WP399	11	162	98	249
WP382	WP524	4	162	37	195
WP382	WP15	3	162	191	350
WP382	WP143	0	162	43	205
WP382	WP1432	0	162	0	162
WP382	WP694	0	162	10	172
WP382	WP299	0	162	41	203
WP382	WP100	0	162	38	200
WP382	WP405	0	162	41	203
WP382	WP477	1	162	88	249
WP382	WP704	0	162	14	176
WP382	WP500	1	162	42	203
WP382	WP80	0	162	13	175
WP382	WP138	15	162	112	259
WP382	WP24	0	162	75	237
WP382	WP521	0	162	13	175
WP382	WP536	8	162	152	306
WP382	WP304	9	162	67	220
WP382	WP1435	11	162	97	248
WP382	WP134	0	162	18	180
WP382	WP712	11	162	22	175
WP382	WP357	0	162	25	187
WP382	WP691	0	162	30	192
WP382	WP229	0	162	14	176
WP382	WP1434	6	162	11	167
WP382	WP408	4	162	28	186
WP382	WP561	0	162	22	184
WP382	WP363	14	162	110	258
WP382	WP733	0	162	5	167
WP382	WP237	0	162	21	183
WP382	WP1438	0	162	14	176
WP382	WP28	3	162	47	208
WP382	WP262	9	162	23	185
WP382	WP702	0	162	188	350
WP382	WP58	0	162	41	203
WP382	WP268	1	162	46	208
WP382	WP384	11	162	18	169
WP382	WP1441	31	162	113	244
WP382	WP334	0	162	23	185
WP382	WP49	16	162	76	222
WP382	WP516	3	162	20	179
WP382	WP43	0	162	71	233
WP382	WP585	3	162	28	187
WP382	WP1423	0	162	28	190
WP382	WP244	7	162	67	222
WP382	WP722	14	162	38	187
WP382	WP686	0	162	2	164
WP382	WP698	0	162	40	202
WP382	WP673	12	162	47	197
WP382	WP98	0	162	40	202
WP382	WP1433	8	162	41	203
WP129	WP117	0	31	103	134
WP129	WP474	3	31	66	94
WP129	WP241	0	31	43	74
WP129	WP466	0	31	49	80
WP129	WP383	0	31	38	69
WP129	WP185	0	31	99	130
WP129	WP399	1	31	98	128
WP129	WP524	0	31	37	68
WP129	WP15	1	31	191	221
WP129	WP143	0	31	43	74
WP129	WP1432	0	31	0	31
WP129	WP694	0	31	10	41
WP129	WP299	0	31	41	72
WP129	WP100	0	31	38	69
WP129	WP405	0	31	41	72
WP129	WP477	0	31	88	119
WP129	WP704	0	31	14	45
WP129	WP500	0	31	42	73
WP129	WP80	0	31	13	44
WP129	WP138	1	31	112	142
WP129	WP24	0	31	75	106
WP129	WP521	0	31	13	44
WP129	WP536	0	31	152	183
WP129	WP304	0	31	67	98
WP129	WP1435	1	31	97	127
WP129	WP134	0	31	18	49
WP129	WP712	0	31	22	53
WP129	WP357	0	31	25	56
WP129	WP691	0	31	30	61
WP129	WP229	0	31	14	45
WP129	WP1434	1	31	11	41
WP129	WP408	0	31	28	59
WP129	WP561	0	31	22	53
WP129	WP363	0	31	110	141
WP129	WP733	0	31	5	36
WP129	WP237	0	31	21	52
WP129	WP1438	0	31	14	45
WP129	WP28	0	31	47	78
WP129	WP262	1	31	23	54
WP129	WP702	0	31	188	219
WP129	WP58	0	31	41	72
WP129	WP268	1	31	46	77
WP129	WP384	0	31	18	49
WP129	WP1441	1	31	113	143
WP129	WP334	0	31	23	54
WP129	WP49	0	31	76	107
WP129	WP516	0	31	20	51
WP129	WP43	0	31	71	102
WP129	WP585	0	31	28	59
WP129	WP1423	0	31	28	59
WP129	WP244	1	31	67	97
WP129	WP722	0	31	38	69
WP129	WP686	0	31	2	33
WP129	WP698	0	31	40	71
WP129	WP673	0	31	47	78
WP129	WP98	0	31	40	71
WP129	WP1433	0	31	41	72
WP117	WP474	0	103	66	169
WP117	WP241	0	103	43	146
WP117	WP466	0	103	49	152
WP117	WP383	0	103	38	141
WP117	WP185	0	103	99	202
WP117	WP399	0	103	98	201
WP117	WP524	0	103	37	140
WP117	WP15	0	103	191	294
WP117	WP143	0	103	43	146
WP117	WP1432	0	103	0	103
WP117	WP694	0	103	10	113
WP117	WP299	0	103	41	144
WP117	WP100	0	103	38	141
WP117	WP405	0	103	41	144
WP117	WP477	0	103	88	191
WP117	WP704	0	103	14	117
WP117	WP500	0	103	42	145
WP117	WP80	2	103	13	114
WP117	WP138	0	103	112	215
WP117	WP24	13	103	75	165
WP117	WP521	0	103	13	116
WP117	WP536	4	103	152	251
WP117	WP304	0	103	67	170
WP117	WP1435	0	103	97	200
WP117	WP134	0	103	18	121
WP117	WP712	0	103	22	125
WP117	WP357	0	103	25	128
WP117	WP691	0	103	30	133
WP117	WP229	0	103	14	117
WP117	WP1434	0	103	11	114
WP117	WP408	0	103	28	131
WP117	WP561	0	103	22	125
WP117	WP363	0	103	110	213
WP117	WP733	1	103	5	107
WP117	WP237	0	103	21	124
WP117	WP1438	0	103	14	117
WP117	WP28	0	103	47	150
WP117	WP262	0	103	23	126
WP117	WP702	0	103	188	291
WP117	WP58	9	103	41	135
WP117	WP268	0	103	46	149
WP117	WP384	0	103	18	121
WP117	WP1441	0	103	113	216
WP117	WP334	4	103	23	122
WP117	WP49	0	103	76	179
WP117	WP516	0	103	20	123
WP117	WP43	0	103	71	174
WP117	WP585	0	103	28	131
WP117	WP1423	0	103	28	131
WP117	WP244	0	103	67	170
WP117	WP722	1	103	38	140
WP117	WP686	0	103	2	105
WP117	WP698	0	103	40	143
WP117	WP673	0	103	47	150
WP117	WP98	2	103	40	141
WP117	WP1433	0	103	41	144
WP474	WP241	0	66	43	109
WP474	WP466	0	66	49	115
WP474	WP383	0	66	38	104
WP474	WP185	1	66	99	164
WP474	WP399	1	66	98	163
WP474	WP524	1	66	37	102
WP474	WP15	2	66	191	255
WP474	WP143	0	66	43	109
WP474	WP1432	0	66	0	66
WP474	WP694	0	66	10	76
WP474	WP299	0	66	41	107
WP474	WP100	0	66	38	104
WP474	WP405	0	66	41	107
WP474	WP477	0	66	88	154
WP474	WP704	0	66	14	80
WP474	WP500	4	66	42	106
WP474	WP80	0	66	13	79
WP474	WP138	4	66	112	174
WP474	WP24	0	66	75	141
WP474	WP521	0	66	13	79
WP474	WP536	4	66	152	216
WP474	WP304	3	66	67	130
WP474	WP1435	1	66	97	162
WP474	WP134	0	66	18	84
WP474	WP712	2	66	22	86
WP474	WP357	0	66	25	91
WP474	WP691	0	66	30	96
WP474	WP229	0	66	14	80
WP474	WP1434	3	66	11	74
WP474	WP408	0	66	28	94
WP474	WP561	1	66	22	87
WP474	WP363	3	66	110	173
WP474	WP733	0	66	5	71
WP474	WP237	0	66	21	87
WP474	WP1438	0	66	14	80
WP474	WP28	0	66	47	113
WP474	WP262	0	66	23	89
WP474	WP702	1	66	188	254
WP474	WP58	0	66	41	107
WP474	WP268	0	66	46	112
WP474	WP384	0	66	18	84
WP474	WP1441	3	66	113	176
WP474	WP334	1	66	23	88
WP474	WP49	3	66	76	139
WP474	WP516	1	66	20	85
WP474	WP43	0	66	71	137
WP474	WP585	1	66	28	93
WP474	WP1423	0	66	28	94
WP474	WP244	1	66	67	132
WP474	WP722	0	66	38	104
WP474	WP686	0	66	2	68
WP474	WP698	0	66	40	106
WP474	WP673	0	66	47	113
WP474	WP98	0	66	40	106
WP474	WP1433	0	66	41	107
WP241	WP466	0	43	49	92
WP241	WP383	0	43	38	81
WP241	WP185	0	43	99	142
WP241	WP399	0	43	98	141
WP241	WP524	0	43	37	80
WP241	WP15	5	43	191	229
WP241	WP143	0	43	43	86
WP241	WP1432	0	43	0	43
WP241	WP694	0	43	10	53
WP241	WP299	0	43	41	84
WP241	WP100	0	43	38	81
WP241	WP405	0	43	41	84
WP241	WP477	0	43	88	131
WP241	WP704	2	43	14	57
WP241	WP500	0	43	42	85
WP241	WP80	0	43	13	56
WP241	WP138	0	43	112	155
WP241	WP24	0	43	75	118
WP241	WP521	0	43	13	56
WP241	WP536	0	43	152	195
WP241	WP304	0	43	67	110
WP241	WP1435	0	43	97	140
WP241	WP134	0	43	18	61
WP241	WP712	0	43	22	65
WP241	WP357	0	43	25	68
WP241	WP691	0	43	30	73
WP241	WP229	0	43	14	57
WP241	WP1434	0	43	11	54
WP241	WP408	0	43	28	71
WP241	WP561	0	43	22	65
WP241	WP363	0	43	110	153
WP241	WP733	0	43	5	48
WP241	WP237	0	43	21	64
WP241	WP1438	0	43	14	57
WP241	WP28	0	43	47	90
WP241	WP262	0	43	23	66
WP241	WP702	0	43	188	231
WP241	WP58	0	43	41	84
WP241	WP268	0	43	46	89
WP241	WP384	0	43	18	61
WP241	WP1441	0	43	113	156
WP241	WP334	0	43	23	66
WP241	WP49	0	43	76	119
WP241	WP516	0	43	20	63
WP241	WP43	0	43	71	114
WP241	WP585	0	43	28	71
WP241	WP1423	0	43	28	71
WP241	WP244	0	43	67	110
WP241	WP722	0	43	38	81
WP241	WP686	0	43	2	45
WP241	WP698	0	43	40	83
WP241	WP673	0	43	47	90
WP241	WP98	0	43	40	83
WP241	WP1433	0	43	41	84
WP466	WP383	0	49	38	87
WP466	WP185	0	49	99	148
WP466	WP399	0	49	98	147
WP466	WP524	0	49	37	86
WP466	WP15	0	49	191	240
WP466	WP143	0	49	43	92
WP466	WP1432	0	49	0	49
WP466	WP694	0	49	10	59
WP466	WP299	0	49	41	90
WP466	WP100	0	49	38	87
WP466	WP405	0	49	41	90
WP466	WP477	1	49	88	136
WP466	WP704	0	49	14	63
WP466	WP500	0	49	42	91
WP466	WP80	0	49	13	62
WP466	WP138	0	49	112	161
WP466	WP24	0	49	75	124
WP466	WP521	0	49	13	62
WP466	WP536	2	49	152	199
WP466	WP304	0	49	67	116
WP466	WP1435	0	49	97	146
WP466	WP134	0	49	18	67
WP466	WP712	0	49	22	71
WP466	WP357	0	49	25	74
WP466	WP691	0	49	30	79
WP466	WP229	0	49	14	63
WP466	WP1434	0	49	11	60
WP466	WP408	0	49	28	77
WP466	WP561	0	49	22	71
WP466	WP363	0	49	110	159
WP466	WP733	0	49	5	54
WP466	WP237	0	49	21	70
WP466	WP1438	0	49	14	63
WP466	WP28	0	49	47	96
WP466	WP262	0	49	23	72
WP466	WP702	0	49	188	237
WP466	WP58	0	49	41	90
WP466	WP268	0	49	46	95
WP466	WP384	0	49	18	67
WP466	WP1441	0	49	113	162
WP466	WP334	0	49	23	72
WP466	WP49	0	49	76	125
WP466	WP516	0	49	20	69
WP466	WP43	0	49	71	120
WP466	WP585	0	49	28	77
WP466	WP1423	0	49	28	77
WP466	WP244	0	49	67	116
WP466	WP722	0	49	38	87
WP466	WP686	0	49	2	51
WP466	WP698	0	49	40	89
WP466	WP673	0	49	47	96
WP466	WP98	0	49	40	89
WP466	WP1433	0	49	41	90
WP383	WP185	0	38	99	137
WP383	WP399	0	38	98	136
WP383	WP524	1	38	37	74
WP383	WP15	0	38	191	229
WP383	WP143	0	38	43	81
WP383	WP1432	0	38	0	38
WP383	WP694	0	38	10	48
WP383	WP299	0	38	41	79
WP383	WP100	0	38	38	76
WP383	WP405	0	38	41	79
WP383	WP477	0	38	88	126
WP383	WP704	0	38	14	52
WP383	WP500	0	38	42	80
WP383	WP80	0	38	13	51
WP383	WP138	0	38	112	150
WP383	WP24	0	38	75	113
WP383	WP521	0	38	13	51
WP383	WP536	0	38	152	190
WP383	WP304	0	38	67	105
WP383	WP1435	0	38	97	135
WP383	WP134	0	38	18	56
WP383	WP712	0	38	22	60
WP383	WP357	0	38	25	63
WP383	WP691	0	38	30	68
WP383	WP229	0	38	14	52
WP383	WP1434	0	38	11	49
WP383	WP408	0	38	28	66
WP383	WP561	0	38	22	60
WP383	WP363	0	38	110	148
WP383	WP733	0	38	5	43
WP383	WP237	0	38	21	59
